ion_formula,charge,mz,class,reagent,phase,instrument,contributor,site,setting,biome,campaign,reference,peaklist_file
C12H17INO5,-,382.01569,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H21INO4,-,382.05208,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H25INO3,-,382.08847,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H20N3O11,-,382.11033,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H28NO10,-,382.17187,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H4IN2O11,-,382.88653,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H8IO9S,-,382.89392,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H8IN2O10,-,382.92292,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H12IN2O9,-,382.95930,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H12IO4,-,382.97858,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H16IO6,-,382.99971,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H20IO5,-,383.03610,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H24IO4,-,383.07248,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H28IO3,-,383.10887,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H32IO2,-,383.14525,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H3INO10S,-,383.85279,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H7INO9S,-,383.88917,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H7INO11,-,383.90693,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H11INO7,-,383.95857,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H15INO6,-,383.99496,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H19INO5,-,384.03134,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H23INO4,-,384.06773,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H24O15,-,384.11207,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H28O14,-,384.14845,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H2IN2O12,-,384.86580,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H6IN2O11,-,384.90218,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H10IO6S,-,384.92483,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H10IN2O10,-,384.93857,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H14IO7,-,384.97897,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H18IO6,-,385.01536,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H22IO5,-,385.05175,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H26IO4,-,385.08813,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H30IO3,-,385.12452,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H5INO10S,-,385.86844,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H13INO7,-,385.97422,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H17INO6,-,386.01061,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H21INO5,-,386.04699,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H25INO4,-,386.08338,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H4IO10,-,386.88547,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H8IO10S,-,386.88884,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H8IO12,-,386.90660,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H8IN2O8,-,386.93309,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H12IN2O7,-,386.96947,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H16IN2O6,-,387.00586,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H20IO3,-,387.04627,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H24IO5,-,387.06740,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H28IO4,-,387.10378,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H32IO3,-,387.14017,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H7INO10S,-,387.88409,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H11INO8,-,387.95349,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H15INO7,-,387.98987,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H19INO6,-,388.02626,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H23INO5,-,388.06264,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H27INO4,-,388.09903,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C18H28O9,-,388.17388,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H6IO8S,-,388.88336,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H10IO10S,-,388.90449,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H6IN2O9,-,388.91235,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H10IN2O8,-,388.94874,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H14IN2O7,-,388.98512,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H18IN2O6,-,389.02151,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H22IO6,-,389.04666,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H26IO5,-,389.08305,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H26IO2,-,389.09830,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C18H30IO,-,389.13469,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H5INO10,-,389.89637,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H13INO8,-,389.96914,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H13INO5,-,389.98439,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H17INO7,-,390.00552,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H21INO6,-,390.04191,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H25INO5,-,390.07829,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H26N2O9,-,390.16438,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C25H42O3,-,390.31394,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H4IN2O10,-,390.89162,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H8IO8S,-,390.89901,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H12IO10S,-,390.92014,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H8IN2O9,-,390.92800,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H12IN2O8,-,390.96439,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H16IO5,-,391.00480,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H20IO4,-,391.04118,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H24IO3,-,391.07757,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H28IO2,-,391.11395,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C18H32IO,-,391.15034,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H11INO9,-,391.94840,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H15INO8,-,391.98479,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H19INO7,-,392.02117,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H23INO3,-,392.07282,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H6IO9S,-,392.87827,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H6IN2O10,-,392.90727,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H10IN2O9,-,392.94365,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H14IO7S,-,392.95105,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H14IN2O8,-,392.98004,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H18IN2O7,-,393.01642,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H22IO4,-,393.05683,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H26IO3,-,393.09322,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H30IO2,-,393.12960,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H5INO8,-,393.90654,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H9INO7,-,393.94292,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H13INO6,-,393.97931,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H17INO5,-,394.01569,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H21INO4,-,394.05208,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H25INO3,-,394.08847,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H29INO2,-,394.12485,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H4IO8S2,-,394.83978,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H4IO10S,-,394.85754,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H4IN2O11,-,394.88653,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H8IO9S,-,394.89392,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H9ClIO8,-,394.90362,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H8IN2O10,-,394.92292,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H12IN2O9,-,394.95930,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H16IN2O8,-,394.99569,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
